sample_id	chrom	start	end	label	source
9680	chr14	46414300	46415324	0	non_cpg_random
9681	chr14	97033041	97034065	1	cpg_centered
9682	chr14	74151903	74152927	0	non_cpg_random
9683	chr14	101781120	101782144	1	cpg_centered
9684	chr14	103698315	103699339	1	cpg_centered
9685	chr14	35414149	35415173	0	non_cpg_random
9686	chr14	23308478	23309502	0	non_cpg_random
9687	chr14	104604141	104605165	1	cpg_centered
9688	chr14	45252760	45253784	1	cpg_centered
9689	chr14	91835640	91836664	1	cpg_centered
9690	chr14	103056900	103057924	1	cpg_centered
9691	chr14	58298549	58299573	1	cpg_centered
9692	chr14	101692211	101693235	0	non_cpg_random
9693	chr14	106842010	106843034	0	non_cpg_random
9694	chr14	67411621	67412645	1	cpg_centered
9695	chr14	21476692	21477716	1	cpg_centered
9696	chr14	99792845	99793869	1	cpg_centered
9697	chr14	34910551	34911575	0	non_cpg_random
9698	chr14	79706109	79707133	0	non_cpg_random
9699	chr14	105597288	105598312	1	cpg_centered
9700	chr14	103521580	103522604	1	cpg_centered
9701	chr14	50021185	50022209	0	non_cpg_random
9702	chr14	103340331	103341355	0	non_cpg_random
9703	chr14	28766642	28767666	1	cpg_centered
9704	chr14	28777756	28778780	1	cpg_centered
9705	chr14	16057847	16058871	1	cpg_centered
9706	chr14	50611880	50612904	0	non_cpg_random
9707	chr14	91416607	91417631	1	cpg_centered
9708	chr14	19132309	19133333	1	cpg_centered
9709	chr14	102014838	102015862	0	non_cpg_random
9710	chr14	32726248	32727272	0	non_cpg_random
9711	chr14	95534421	95535445	1	cpg_centered
9712	chr14	74239975	74240999	1	cpg_centered
9713	chr14	45922564	45923588	0	non_cpg_random
9714	chr14	16095381	16096405	0	non_cpg_random
9715	chr14	56579408	56580432	1	cpg_centered
9716	chr14	81841696	81842720	0	non_cpg_random
9717	chr14	58395645	58396669	1	cpg_centered
9718	chr14	26218810	26219834	0	non_cpg_random
9719	chr14	105419450	105420474	1	cpg_centered
9720	chr14	75495021	75496045	0	non_cpg_random
9721	chr14	100140252	100141276	0	non_cpg_random
9722	chr14	82556676	82557700	0	non_cpg_random
9723	chr14	102922783	102923807	1	cpg_centered
9724	chr14	38106160	38107184	0	non_cpg_random
9725	chr14	74955212	74956236	1	cpg_centered
9726	chr14	34769178	34770202	0	non_cpg_random
9727	chr14	81836791	81837815	0	non_cpg_random
9728	chr14	60091528	60092552	1	cpg_centered
9729	chr14	28351226	28352250	0	non_cpg_random
9730	chr14	48149358	48150382	0	non_cpg_random
9731	chr14	24339095	24340119	1	cpg_centered
9732	chr14	36496164	36497188	0	non_cpg_random
9733	chr14	104815554	104816578	1	cpg_centered
9734	chr14	100881692	100882716	1	cpg_centered
9735	chr14	96329024	96330048	0	non_cpg_random
9736	chr14	20575355	20576379	0	non_cpg_random
9737	chr14	101628180	101629204	1	cpg_centered
9738	chr14	29514821	29515845	0	non_cpg_random
9739	chr14	49867708	49868732	1	cpg_centered
9740	chr14	33559097	33560121	0	non_cpg_random
9741	chr14	24310685	24311709	1	cpg_centered
9742	chr14	105592097	105593121	1	cpg_centered
9743	chr14	21383353	21384377	1	cpg_centered
9744	chr14	22388126	22389150	0	non_cpg_random
9745	chr14	20547564	20548588	0	non_cpg_random
9746	chr14	55271239	55272263	1	cpg_centered
9747	chr14	20683940	20684964	1	cpg_centered
9748	chr14	91614742	91615766	0	non_cpg_random
9749	chr14	20989827	20990851	1	cpg_centered
9750	chr14	52314118	52315142	1	cpg_centered
9751	chr14	41602165	41603189	0	non_cpg_random
9752	chr14	29963019	29964043	0	non_cpg_random
9753	chr14	104294718	104295742	0	non_cpg_random
9754	chr14	90525018	90526042	1	cpg_centered
9755	chr14	20488081	20489105	0	non_cpg_random
9756	chr14	91369118	91370142	0	non_cpg_random
9757	chr14	59483763	59484787	1	cpg_centered
9758	chr14	103847226	103848250	1	cpg_centered
9759	chr14	65100332	65101356	0	non_cpg_random
9760	chr14	51239915	51240939	1	cpg_centered
9761	chr14	100586729	100587753	1	cpg_centered
9762	chr14	90620779	90621803	1	cpg_centered
9763	chr14	88824280	88825304	1	cpg_centered
9764	chr14	100213803	100214827	1	cpg_centered
9765	chr14	32203007	32204031	1	cpg_centered
9766	chr14	103126729	103127753	1	cpg_centered
9767	chr14	74505493	74506517	0	non_cpg_random
9768	chr14	46530392	46531416	0	non_cpg_random
9769	chr14	89416552	89417576	1	cpg_centered
9770	chr14	55765883	55766907	1	cpg_centered
9771	chr14	45133924	45134948	1	cpg_centered
9772	chr14	81215421	81216445	0	non_cpg_random
9773	chr14	55504178	55505202	0	non_cpg_random
9774	chr14	34186176	34187200	0	non_cpg_random
9775	chr14	105369359	105370383	1	cpg_centered
9776	chr14	74257586	74258610	1	cpg_centered
9777	chr14	57713025	57714049	0	non_cpg_random
9778	chr14	20609313	20610337	1	cpg_centered
9779	chr14	26529065	26530089	0	non_cpg_random
9780	chr14	19093443	19094467	0	non_cpg_random
9781	chr14	24633818	24634842	0	non_cpg_random
9782	chr14	102139438	102140462	1	cpg_centered
9783	chr14	42495203	42496227	0	non_cpg_random
9784	chr14	83041376	83042400	0	non_cpg_random
9785	chr14	92793758	92794782	1	cpg_centered
9786	chr14	35808481	35809505	1	cpg_centered
9787	chr14	106143062	106144086	0	non_cpg_random
9788	chr14	100328375	100329399	1	cpg_centered
9789	chr14	52361859	52362883	0	non_cpg_random
9790	chr14	103202036	103203060	0	non_cpg_random
9791	chr14	103083833	103084857	1	cpg_centered
9792	chr14	104178808	104179832	1	cpg_centered
9793	chr14	104116956	104117980	1	cpg_centered
9794	chr14	55851566	55852590	0	non_cpg_random
9795	chr14	30045999	30047023	0	non_cpg_random
9796	chr14	40418434	40419458	0	non_cpg_random
9797	chr14	24907053	24908077	0	non_cpg_random
9798	chr14	49633932	49634956	1	cpg_centered
9799	chr14	91847570	91848594	0	non_cpg_random
9800	chr14	22760511	22761535	0	non_cpg_random
9801	chr14	105721555	105722579	1	cpg_centered
9802	chr14	51017002	51018026	0	non_cpg_random
9803	chr14	73853165	73854189	0	non_cpg_random
9804	chr14	88860981	88862005	0	non_cpg_random
9805	chr14	58637708	58638732	1	cpg_centered
9806	chr14	41828195	41829219	0	non_cpg_random
9807	chr14	102516599	102517623	1	cpg_centered
9808	chr14	44681086	44682110	0	non_cpg_random
9809	chr14	40169159	40170183	0	non_cpg_random
9810	chr14	46041461	46042485	0	non_cpg_random
9811	chr14	90331510	90332534	1	cpg_centered
9812	chr14	99480325	99481349	1	cpg_centered
9813	chr14	84307556	84308580	0	non_cpg_random
9814	chr14	103920959	103921983	1	cpg_centered
9815	chr14	41018212	41019236	0	non_cpg_random
9816	chr14	37197372	37198396	1	cpg_centered
9817	chr14	73058150	73059174	1	cpg_centered
9818	chr14	102592136	102593160	1	cpg_centered
9819	chr14	71585075	71586099	0	non_cpg_random
9820	chr14	59128808	59129832	0	non_cpg_random
9821	chr14	34939013	34940037	0	non_cpg_random
9822	chr14	23953234	23954258	1	cpg_centered
9823	chr14	75293767	75294791	1	cpg_centered
9824	chr14	104639714	104640738	1	cpg_centered
9825	chr14	53449208	53450232	0	non_cpg_random
9826	chr14	73491011	73492035	1	cpg_centered
9827	chr14	74228121	74229145	0	non_cpg_random
9828	chr14	21510668	21511692	1	cpg_centered
9829	chr14	23576185	23577209	1	cpg_centered
9830	chr14	34972982	34974006	0	non_cpg_random
9831	chr14	26827793	26828817	0	non_cpg_random
9832	chr14	101634531	101635555	1	cpg_centered
9833	chr14	56879344	56880368	0	non_cpg_random
9834	chr14	65354249	65355273	0	non_cpg_random
9835	chr14	22956498	22957522	1	cpg_centered
9836	chr14	44897032	44898056	1	cpg_centered
9837	chr14	93206665	93207689	1	cpg_centered
9838	chr14	36647191	36648215	1	cpg_centered
9839	chr14	104723546	104724570	1	cpg_centered
9840	chr14	101107336	101108360	0	non_cpg_random
9841	chr14	77270397	77271421	1	cpg_centered
9842	chr14	30847432	30848456	0	non_cpg_random
9843	chr14	67674198	67675222	1	cpg_centered
9844	chr14	104172717	104173741	1	cpg_centered
9845	chr14	93058235	93059259	1	cpg_centered
9846	chr14	96776853	96777877	0	non_cpg_random
9847	chr14	66092653	66093677	0	non_cpg_random
9848	chr14	67514718	67515742	1	cpg_centered
9849	chr14	102544355	102545379	1	cpg_centered
9850	chr14	44868355	44869379	0	non_cpg_random
9851	chr14	72882552	72883576	0	non_cpg_random
9852	chr14	16696151	16697175	0	non_cpg_random
9853	chr14	102127133	102128157	0	non_cpg_random
9854	chr14	51989130	51990154	1	cpg_centered
9855	chr14	22829427	22830451	1	cpg_centered
9856	chr14	84783732	84784756	0	non_cpg_random
9857	chr14	30608877	30609901	0	non_cpg_random
9858	chr14	105466129	105467153	1	cpg_centered
9859	chr14	105354776	105355800	1	cpg_centered
9860	chr14	104701047	104702071	1	cpg_centered
9861	chr14	96305389	96306413	0	non_cpg_random
9862	chr14	64471569	64472593	0	non_cpg_random
9863	chr14	22766455	22767479	1	cpg_centered
9864	chr14	105752886	105753910	0	non_cpg_random
9865	chr14	68816096	68817120	1	cpg_centered
9866	chr14	18109785	18110809	0	non_cpg_random
9867	chr14	66508072	66509096	1	cpg_centered
9868	chr14	71225882	71226906	0	non_cpg_random
9869	chr14	104720373	104721397	1	cpg_centered
9870	chr14	38250196	38251220	0	non_cpg_random
9871	chr14	100031283	100032307	0	non_cpg_random
9872	chr14	58683496	58684520	0	non_cpg_random
9873	chr14	90570973	90571997	0	non_cpg_random
9874	chr14	23301486	23302510	1	cpg_centered
9875	chr14	94026110	94027134	1	cpg_centered
9876	chr14	100786506	100787530	0	non_cpg_random
9877	chr14	93430283	93431307	1	cpg_centered
9878	chr14	26722720	26723744	0	non_cpg_random
9879	chr14	49684180	49685204	0	non_cpg_random
9880	chr14	89145681	89146705	0	non_cpg_random
9881	chr14	49862506	49863530	1	cpg_centered
9882	chr14	95363489	95364513	0	non_cpg_random
9883	chr14	104179368	104180392	1	cpg_centered
9884	chr14	74611241	74612265	1	cpg_centered
9885	chr14	69547539	69548563	1	cpg_centered
9886	chr14	64879498	64880522	1	cpg_centered
9887	chr14	16032599	16033623	0	non_cpg_random
9888	chr14	23083046	23084070	0	non_cpg_random
9889	chr14	80043694	80044718	0	non_cpg_random
9890	chr14	66013257	66014281	1	cpg_centered
9891	chr14	42289395	42290419	0	non_cpg_random
9892	chr14	31419878	31420902	1	cpg_centered
9893	chr14	52455031	52456055	0	non_cpg_random
9894	chr14	49585611	49586635	1	cpg_centered
9895	chr14	102777124	102778148	1	cpg_centered
9896	chr14	92959049	92960073	0	non_cpg_random
9897	chr14	75660856	75661880	1	cpg_centered
9898	chr14	61492022	61493046	0	non_cpg_random
9899	chr14	29719860	29720884	0	non_cpg_random
9900	chr14	104985383	104986407	1	cpg_centered
9901	chr14	24369163	24370187	1	cpg_centered
9902	chr14	99290703	99291727	0	non_cpg_random
9903	chr14	105314334	105315358	1	cpg_centered
9904	chr14	93223237	93224261	1	cpg_centered
9905	chr14	99683551	99684575	1	cpg_centered
9906	chr14	69260092	69261116	1	cpg_centered
9907	chr14	90984259	90985283	0	non_cpg_random
9908	chr14	62459393	62460417	0	non_cpg_random
9909	chr14	60980672	60981696	1	cpg_centered
9910	chr14	28848662	28849686	0	non_cpg_random
9911	chr14	57532753	57533777	0	non_cpg_random
9912	chr14	67599630	67600654	1	cpg_centered
9913	chr14	70094324	70095348	0	non_cpg_random
9914	chr14	17801085	17802109	0	non_cpg_random
9915	chr14	102304568	102305592	1	cpg_centered
9916	chr14	64986462	64987486	1	cpg_centered
9917	chr14	67473193	67474217	1	cpg_centered
9918	chr14	21961230	21962254	0	non_cpg_random
9919	chr14	27211866	27212890	0	non_cpg_random
9920	chr14	20651208	20652232	0	non_cpg_random
9921	chr14	19651042	19652066	0	non_cpg_random
9922	chr14	36657813	36658837	1	cpg_centered
9923	chr14	76151440	76152464	1	cpg_centered
9924	chr14	105527607	105528631	1	cpg_centered
9925	chr14	90815731	90816755	1	cpg_centered
9926	chr14	75577991	75579015	1	cpg_centered
9927	chr14	52405099	52406123	0	non_cpg_random
9928	chr14	105490337	105491361	1	cpg_centered
9929	chr14	101561929	101562953	1	cpg_centered
9930	chr14	105165758	105166782	0	non_cpg_random
9931	chr14	55191161	55192185	1	cpg_centered
9932	chr14	74680459	74681483	0	non_cpg_random
9933	chr14	29782959	29783983	0	non_cpg_random
9934	chr14	97750473	97751497	0	non_cpg_random
9935	chr14	102625368	102626392	0	non_cpg_random
9936	chr14	47146935	47147959	0	non_cpg_random
9937	chr14	44907022	44908046	0	non_cpg_random
9938	chr14	19344597	19345621	1	cpg_centered
9939	chr14	63200173	63201197	0	non_cpg_random
9940	chr14	56198606	56199630	0	non_cpg_random
9941	chr14	55305485	55306509	0	non_cpg_random
9942	chr14	93686218	93687242	0	non_cpg_random
9943	chr14	20575392	20576416	0	non_cpg_random
9944	chr14	67248426	67249450	0	non_cpg_random
9945	chr14	102963811	102964835	1	cpg_centered
9946	chr14	41203336	41204360	0	non_cpg_random
9947	chr14	75834192	75835216	0	non_cpg_random
9948	chr14	50398685	50399709	0	non_cpg_random
9949	chr14	97319955	97320979	0	non_cpg_random
9950	chr14	104171518	104172542	1	cpg_centered
9951	chr14	96363051	96364075	1	cpg_centered
9952	chr14	30082256	30083280	0	non_cpg_random
9953	chr14	104826189	104827213	1	cpg_centered
9954	chr14	56745170	56746194	0	non_cpg_random
9955	chr14	21122273	21123297	0	non_cpg_random
9956	chr14	63542805	63543829	1	cpg_centered
9957	chr14	74889917	74890941	0	non_cpg_random
9958	chr14	38024920	38025944	0	non_cpg_random
9959	chr14	87160541	87161565	0	non_cpg_random
9960	chr14	77033009	77034033	1	cpg_centered
9961	chr14	72925936	72926960	1	cpg_centered
9962	chr14	69611468	69612492	1	cpg_centered
9963	chr14	28784999	28786023	1	cpg_centered
9964	chr14	43421503	43422527	0	non_cpg_random
9965	chr14	50667662	50668686	1	cpg_centered
9966	chr14	24146997	24148021	1	cpg_centered
9967	chr14	77140239	77141263	1	cpg_centered
9968	chr14	60327491	60328515	1	cpg_centered
9969	chr14	91711276	91712300	0	non_cpg_random
9970	chr14	79369426	79370450	0	non_cpg_random
9971	chr14	39266636	39267660	1	cpg_centered
9972	chr14	16733910	16734934	0	non_cpg_random
9973	chr14	65412198	65413222	1	cpg_centered
9974	chr14	49687766	49688790	1	cpg_centered
9975	chr14	20682400	20683424	1	cpg_centered
9976	chr14	54566098	54567122	1	cpg_centered
9977	chr14	86947793	86948817	0	non_cpg_random
9978	chr14	93975136	93976160	0	non_cpg_random
9979	chr14	31398572	31399596	0	non_cpg_random
9980	chr14	77376568	77377592	1	cpg_centered
9981	chr14	71837445	71838469	0	non_cpg_random
9982	chr14	23365470	23366494	1	cpg_centered
9983	chr14	99347927	99348951	1	cpg_centered
9984	chr14	102554811	102555835	1	cpg_centered
9985	chr14	59919320	59920344	1	cpg_centered
9986	chr14	38599140	38600164	0	non_cpg_random
9987	chr14	63689622	63690646	0	non_cpg_random
9988	chr14	105093002	105094026	1	cpg_centered
9989	chr14	87398022	87399046	0	non_cpg_random
9990	chr14	28323378	28324402	0	non_cpg_random
9991	chr14	102939595	102940619	1	cpg_centered
9992	chr14	54488379	54489403	1	cpg_centered
9993	chr14	79186224	79187248	0	non_cpg_random
9994	chr14	45343482	45344506	0	non_cpg_random
9995	chr14	67374830	67375854	0	non_cpg_random
9996	chr14	90540950	90541974	1	cpg_centered
9997	chr14	92276128	92277152	0	non_cpg_random
9998	chr14	24241973	24242997	1	cpg_centered
9999	chr14	88554318	88555342	1	cpg_centered
10000	chr14	24473169	24474193	0	non_cpg_random
10001	chr14	35534087	35535111	1	cpg_centered
10002	chr14	19687602	19688626	1	cpg_centered
10003	chr14	46378491	46379515	0	non_cpg_random
10004	chr14	105218743	105219767	1	cpg_centered
10005	chr14	63727415	63728439	1	cpg_centered
10006	chr14	19026326	19027350	1	cpg_centered
10007	chr14	47397869	47398893	0	non_cpg_random
10008	chr14	69203111	69204135	0	non_cpg_random
10009	chr14	104659612	104660636	1	cpg_centered
10010	chr14	36666213	36667237	1	cpg_centered
10011	chr14	83273598	83274622	0	non_cpg_random
10012	chr14	68304448	68305472	0	non_cpg_random
10013	chr14	60722214	60723238	1	cpg_centered
10014	chr14	62196184	62197208	0	non_cpg_random
10015	chr14	100882767	100883791	1	cpg_centered
10016	chr14	96391019	96392043	1	cpg_centered
10017	chr14	61280242	61281266	1	cpg_centered
10018	chr14	106205224	106206248	0	non_cpg_random
10019	chr14	105087209	105088233	1	cpg_centered
10020	chr14	49595662	49596686	0	non_cpg_random
10021	chr14	25206757	25207781	0	non_cpg_random
10022	chr14	32938957	32939981	1	cpg_centered
10023	chr14	104652963	104653987	1	cpg_centered
10024	chr14	105020414	105021438	1	cpg_centered
10025	chr14	62116749	62117773	1	cpg_centered
10026	chr14	76761275	76762299	1	cpg_centered
10027	chr14	95828670	95829694	0	non_cpg_random
10028	chr14	100823846	100824870	1	cpg_centered
10029	chr14	58151525	58152549	1	cpg_centered
10030	chr14	25896120	25897144	0	non_cpg_random
10031	chr14	103727415	103728439	1	cpg_centered
10032	chr14	84067280	84068304	0	non_cpg_random
10033	chr14	73718523	73719547	1	cpg_centered
10034	chr14	102228780	102229804	1	cpg_centered
10035	chr14	69397664	69398688	1	cpg_centered
10036	chr14	90397117	90398141	1	cpg_centered
10037	chr14	104963245	104964269	0	non_cpg_random
10038	chr14	64742736	64743760	1	cpg_centered
10039	chr14	100305897	100306921	1	cpg_centered
10040	chr14	86987194	86988218	0	non_cpg_random
10041	chr14	60514849	60515873	1	cpg_centered
10042	chr14	105850167	105851191	1	cpg_centered
10043	chr14	69766890	69767914	1	cpg_centered
10044	chr14	106771714	106772738	0	non_cpg_random
10045	chr14	97218653	97219677	1	cpg_centered
10046	chr14	94171830	94172854	0	non_cpg_random
10047	chr14	47247877	47248901	0	non_cpg_random
10048	chr14	105363876	105364900	1	cpg_centered
10049	chr14	59726866	59727890	1	cpg_centered
10050	chr14	91966307	91967331	0	non_cpg_random
10051	chr14	64776762	64777786	0	non_cpg_random
10052	chr14	101891145	101892169	1	cpg_centered
10053	chr14	62103019	62104043	0	non_cpg_random
10054	chr14	91303408	91304432	1	cpg_centered
10055	chr14	59027185	59028209	0	non_cpg_random
10056	chr14	103091071	103092095	1	cpg_centered
10057	chr14	23285567	23286591	1	cpg_centered
10058	chr14	103333886	103334910	1	cpg_centered
10059	chr14	100449312	100450336	0	non_cpg_random
10060	chr14	66745180	66746204	0	non_cpg_random
10061	chr14	105496844	105497868	1	cpg_centered
10062	chr14	64748782	64749806	1	cpg_centered
10063	chr14	73759202	73760226	1	cpg_centered
10064	chr14	104714384	104715408	1	cpg_centered
10065	chr14	33138745	33139769	0	non_cpg_random
10066	chr14	73644448	73645472	1	cpg_centered
10067	chr14	103385113	103386137	1	cpg_centered
10068	chr14	76469370	76470394	0	non_cpg_random
10069	chr14	21097870	21098894	1	cpg_centered
10070	chr14	95319240	95320264	1	cpg_centered
10071	chr14	59191568	59192592	0	non_cpg_random
10072	chr14	94658470	94659494	0	non_cpg_random
10073	chr14	20624366	20625390	1	cpg_centered
10074	chr14	36662562	36663586	1	cpg_centered
10075	chr14	28823359	28824383	0	non_cpg_random
10076	chr14	77485928	77486952	0	non_cpg_random
10077	chr14	74496033	74497057	0	non_cpg_random
10078	chr14	23061081	23062105	0	non_cpg_random
10079	chr14	45485598	45486622	0	non_cpg_random
10080	chr14	64503843	64504867	1	cpg_centered
10081	chr14	105679841	105680865	1	cpg_centered
10082	chr14	81124612	81125636	0	non_cpg_random
10083	chr14	50880623	50881647	0	non_cpg_random
10084	chr14	67516682	67517706	0	non_cpg_random
10085	chr14	48402694	48403718	0	non_cpg_random
10086	chr14	91272177	91273201	1	cpg_centered
10087	chr14	70894814	70895838	0	non_cpg_random
10088	chr14	23351875	23352899	1	cpg_centered
10089	chr14	105385020	105386044	1	cpg_centered
10090	chr14	24131878	24132902	1	cpg_centered
10091	chr14	91217570	91218594	0	non_cpg_random
10092	chr14	95588292	95589316	0	non_cpg_random
10093	chr14	74762926	74763950	1	cpg_centered
10094	chr14	102508142	102509166	1	cpg_centered
10095	chr14	48199436	48200460	0	non_cpg_random
10096	chr14	83203228	83204252	0	non_cpg_random
10097	chr14	40958894	40959918	0	non_cpg_random
10098	chr14	58926251	58927275	0	non_cpg_random
10099	chr14	20454710	20455734	1	cpg_centered
10100	chr14	93346939	93347963	1	cpg_centered
10101	chr14	43348824	43349848	0	non_cpg_random
10102	chr14	30395407	30396431	0	non_cpg_random
10103	chr14	104800292	104801316	1	cpg_centered
10104	chr14	83988128	83989152	0	non_cpg_random
10105	chr14	99109708	99110732	0	non_cpg_random
10106	chr14	102086545	102087569	1	cpg_centered
10107	chr14	77026663	77027687	1	cpg_centered
10108	chr14	36806574	36807598	0	non_cpg_random
10109	chr14	53093096	53094120	0	non_cpg_random
10110	chr14	75050755	75051779	1	cpg_centered
10111	chr14	50116007	50117031	1	cpg_centered
10112	chr14	25170710	25171734	0	non_cpg_random
10113	chr14	95075044	95076068	0	non_cpg_random
10114	chr14	53963182	53964206	1	cpg_centered
10115	chr14	71904503	71905527	0	non_cpg_random
10116	chr14	99846084	99847108	0	non_cpg_random
10117	chr14	55440085	55441109	1	cpg_centered
10118	chr14	75002383	75003407	1	cpg_centered
10119	chr14	104143864	104144888	0	non_cpg_random
10120	chr14	101924877	101925901	1	cpg_centered
10121	chr14	47201476	47202500	0	non_cpg_random
10122	chr14	88385228	88386252	1	cpg_centered
10123	chr14	60554983	60556007	0	non_cpg_random
10124	chr14	88117269	88118293	0	non_cpg_random
10125	chr14	69152168	69153192	1	cpg_centered
10126	chr14	26764429	26765453	0	non_cpg_random
10127	chr14	20460640	20461664	1	cpg_centered
10128	chr14	44665897	44666921	0	non_cpg_random
10129	chr14	59464212	59465236	1	cpg_centered
10130	chr14	61321443	61322467	1	cpg_centered
10131	chr14	102978167	102979191	0	non_cpg_random
10132	chr14	79810334	79811358	0	non_cpg_random
10133	chr14	72120463	72121487	0	non_cpg_random
10134	chr14	77181363	77182387	1	cpg_centered
10135	chr14	31634133	31635157	0	non_cpg_random
10136	chr14	78578147	78579171	0	non_cpg_random
10137	chr14	104826870	104827894	1	cpg_centered
10138	chr14	101229540	101230564	1	cpg_centered
10139	chr14	85690519	85691543	0	non_cpg_random
10140	chr14	76439025	76440049	1	cpg_centered
10141	chr14	19312938	19313962	0	non_cpg_random
10142	chr14	19434407	19435431	1	cpg_centered
10143	chr14	25439437	25440461	0	non_cpg_random
10144	chr14	106519607	106520631	0	non_cpg_random
10145	chr14	60978419	60979443	0	non_cpg_random
10146	chr14	66719793	66720817	0	non_cpg_random
10147	chr14	74084301	74085325	1	cpg_centered
10148	chr14	105167813	105168837	1	cpg_centered
10149	chr14	78145999	78147023	0	non_cpg_random
10150	chr14	104932434	104933458	1	cpg_centered
10151	chr14	106479829	106480853	1	cpg_centered
10152	chr14	73612277	73613301	1	cpg_centered
10153	chr14	63594691	63595715	1	cpg_centered
10154	chr14	24135771	24136795	1	cpg_centered
10155	chr14	105713068	105714092	1	cpg_centered
10156	chr14	99441341	99442365	0	non_cpg_random
10157	chr14	48530301	48531325	0	non_cpg_random
10158	chr14	60509726	60510750	1	cpg_centered
10159	chr14	70368976	70370000	0	non_cpg_random
10160	chr14	104250931	104251955	1	cpg_centered
10161	chr14	36513872	36514896	1	cpg_centered
10162	chr14	24976868	24977892	0	non_cpg_random
10163	chr14	43557489	43558513	0	non_cpg_random
10164	chr14	105566560	105567584	1	cpg_centered
10165	chr14	99971273	99972297	1	cpg_centered
10166	chr14	73212806	73213830	0	non_cpg_random
10167	chr14	22871452	22872476	1	cpg_centered
10168	chr14	104689197	104690221	1	cpg_centered
10169	chr14	80591676	80592700	0	non_cpg_random
10170	chr14	23057199	23058223	1	cpg_centered
10171	chr14	66344687	66345711	0	non_cpg_random
10172	chr14	52456849	52457873	0	non_cpg_random
10173	chr14	87269292	87270316	0	non_cpg_random
10174	chr14	17017154	17018178	0	non_cpg_random
10175	chr14	104843179	104844203	1	cpg_centered
10176	chr14	92513621	92514645	1	cpg_centered
10177	chr14	104174661	104175685	1	cpg_centered
10178	chr14	106504921	106505945	0	non_cpg_random
10179	chr14	41793006	41794030	0	non_cpg_random
10180	chr14	30813173	30814197	0	non_cpg_random
10181	chr14	100177560	100178584	1	cpg_centered
10182	chr14	60485231	60486255	1	cpg_centered
10183	chr14	103532223	103533247	1	cpg_centered
10184	chr14	97426287	97427311	0	non_cpg_random
10185	chr14	21068547	21069571	1	cpg_centered
10186	chr14	85531196	85532220	1	cpg_centered
10187	chr14	35121846	35122870	1	cpg_centered
10188	chr14	104136966	104137990	1	cpg_centered
10189	chr14	51314760	51315784	0	non_cpg_random
10190	chr14	58297504	58298528	1	cpg_centered
10191	chr14	17771734	17772758	0	non_cpg_random
10192	chr14	21731369	21732393	0	non_cpg_random
10193	chr14	76956113	76957137	1	cpg_centered
10194	chr14	64540805	64541829	1	cpg_centered
10195	chr14	66131736	66132760	0	non_cpg_random
10196	chr14	56810947	56811971	1	cpg_centered
10197	chr14	71627647	71628671	0	non_cpg_random
10198	chr14	89003641	89004665	0	non_cpg_random
10199	chr14	94070616	94071640	0	non_cpg_random
10200	chr14	47186840	47187864	0	non_cpg_random
10201	chr14	81380827	81381851	0	non_cpg_random
10202	chr14	73786572	73787596	1	cpg_centered
10203	chr14	26204602	26205626	1	cpg_centered
10204	chr14	79861317	79862341	1	cpg_centered
10205	chr14	16024648	16025672	1	cpg_centered
10206	chr14	69466820	69467844	0	non_cpg_random
10207	chr14	68678726	68679750	0	non_cpg_random
10208	chr14	99353703	99354727	0	non_cpg_random
10209	chr14	85566459	85567483	0	non_cpg_random
10210	chr14	104801775	104802799	1	cpg_centered
10211	chr14	52729799	52730823	1	cpg_centered
10212	chr14	102907139	102908163	1	cpg_centered
10213	chr14	67518270	67519294	0	non_cpg_random
10214	chr14	36505269	36506293	1	cpg_centered
10215	chr14	18163466	18164490	0	non_cpg_random
10216	chr14	18701924	18702948	0	non_cpg_random
10217	chr14	44150700	44151724	0	non_cpg_random
10218	chr14	93120365	93121389	0	non_cpg_random
10219	chr14	89162186	89163210	1	cpg_centered
10220	chr14	86688773	86689797	0	non_cpg_random
10221	chr14	72591640	72592664	0	non_cpg_random
10222	chr14	45835757	45836781	0	non_cpg_random
10223	chr14	103278902	103279926	1	cpg_centered
10224	chr14	103572819	103573843	0	non_cpg_random
10225	chr14	63315987	63317011	0	non_cpg_random
10226	chr14	40070625	40071649	0	non_cpg_random
10227	chr14	99245786	99246810	1	cpg_centered
10228	chr14	31456817	31457841	1	cpg_centered
10229	chr14	19266670	19267694	1	cpg_centered
10230	chr14	40670998	40672022	0	non_cpg_random
10231	chr14	77980676	77981700	1	cpg_centered
10232	chr14	61812513	61813537	1	cpg_centered
10233	chr14	85533149	85534173	1	cpg_centered
10234	chr14	106812454	106813478	1	cpg_centered
10235	chr14	99530294	99531318	0	non_cpg_random
10236	chr14	18513570	18514594	0	non_cpg_random
10237	chr14	19300997	19302021	1	cpg_centered
10238	chr14	34546021	34547045	1	cpg_centered
10239	chr14	34462006	34463030	1	cpg_centered
10240	chr14	61129280	61130304	0	non_cpg_random
10241	chr14	27330133	27331157	0	non_cpg_random
10242	chr14	100285156	100286180	1	cpg_centered
10243	chr14	77760459	77761483	1	cpg_centered
10244	chr14	55026593	55027617	1	cpg_centered
10245	chr14	68789627	68790651	1	cpg_centered
10246	chr14	95156801	95157825	1	cpg_centered
10247	chr14	100827246	100828270	1	cpg_centered
10248	chr14	91509642	91510666	1	cpg_centered
10249	chr14	76133898	76134922	1	cpg_centered
10250	chr14	39389503	39390527	0	non_cpg_random
